record_id,method_id,seed,n_photons,success,failure_reason,runtime_s,truth_d_start_um2_s,truth_d_end_um2_s,estimate_d_start_um2_s,estimate_d_end_um2_s,log_endpoint_squared_error,curve_relative_rmse,endpoint_coverage,prior_used,simulation_truth_used_by_estimator
target_057,oa_hb_tpm_map,280441842,500,True,,0.184430658002384,53.77598594655873,93.85472377609003,39.90465765144492,64.28057185792333,0.11612916471362103,0.28738471000022836,1.0,True,False
target_058,target_only_event_qmle,913185463,635,True,,0.2690648320131004,43.14944000939653,107.93919902831256,31.24573279765173,57.97764192109516,0.24523334271933311,0.3779031335724862,1.0,False,False
target_058,oa_hb_tpm_map,913185463,635,True,,0.2218071969691664,43.14944000939653,107.93919902831256,38.96776015689872,67.70520314221726,0.11396219329934212,0.2559503699755237,0.5,True,False
target_059,target_only_event_qmle,233479133,422,True,,0.16291561000980437,47.146264686078574,120.83845474007701,26.187421281927012,73.2928043718193,0.29785371435402797,0.4196413682395166,1.0,False,False
target_059,oa_hb_tpm_map,233479133,422,True,,0.16296967305243015,47.146264686078574,120.83845474007701,37.73260351589147,75.31824135696256,0.1365422549901586,0.2963324143930889,1.0,True,False
target_060,target_only_event_qmle,652952849,508,True,,0.20698740205261856,41.42889437648922,76.63538719952932,12.828123678018466,80.83102320027159,0.6886094968139655,0.4461717378704863,0.5,False,False
target_060,oa_hb_tpm_map,652952849,508,True,,0.20707653206773102,41.42889437648922,76.63538719952932,31.645980060466517,73.63137423375638,0.037078918351616114,0.15250762225848746,1.0,True,False
target_061,target_only_event_qmle,698172752,534,True,,0.2162101969588548,58.17742665379723,160.9332071429795,46.97746364562685,65.30852923986721,0.42954335051884107,0.4319804055265416,0.5,False,False
target_061,oa_hb_tpm_map,698172752,534,True,,0.2064540950814262,58.17742665379723,160.9332071429795,51.44209544536991,76.29681301328755,0.2860948127361339,0.36189501803403606,0.5,True,False
target_062,target_only_event_qmle,2066119640,506,True,,0.21737313200719655,54.04089885024632,109.50286149424741,14.882693283114554,145.8685079509783,0.8725736436218756,0.44572227575912426,0.5,False,False
target_062,oa_hb_tpm_map,2066119640,506,True,,0.19790906901471317,54.04089885024632,109.50286149424741,34.6359053717592,84.04499637263518,0.13395202803306014,0.29992977804645077,1.0,True,False
target_063,target_only_event_qmle,1373870846,547,True,,0.2315430409507826,47.29975719066032,107.37578269511472,36.240823902335165,88.28195043548135,0.05463151382329475,0.20677999682127574,1.0,False,False
target_063,oa_hb_tpm_map,1373870846,547,True,,0.2091847499832511,47.29975719066032,107.37578269511472,48.35922315864271,83.4458653421058,0.03203177539916627,0.12747890250185373,1.0,True,False
target_064,target_only_event_qmle,1637911595,431,True,,0.1943917729659006,40.80254037988294,91.22285593762736,76.7678773660757,51.2812576339128,0.3656150723615713,0.38960519998761195,1.0,False,False
target_064,oa_hb_tpm_map,1637911595,431,True,,0.1755217199679464,40.80254037988294,91.22285593762736,62.76341971720265,76.90955851337954,0.10728529909225494,0.254631878687779,1.0,True,False
target_065,target_only_event_qmle,1339222246,462,True,,0.22408385993912816,38.37017424167045,89.10032471194069,31.042467908890366,133.42091217877902,0.10396132101700607,0.23160636734465948,1.0,False,False
target_065,oa_hb_tpm_map,1339222246,462,True,,0.18509079806972295,38.37017424167045,89.10032471194069,50.311669863468126,89.71235215791604,0.03673217261615955,0.17609407420707815,1.0,True,False
target_066,target_only_event_qmle,1470487191,366,True,,0.17361681791953743,43.9034680437847,98.10795520231352,205.82327454510403,70.54758354821159,1.2479282624439116,1.5847036795247635,0.5,False,False
target_066,oa_hb_tpm_map,1470487191,366,True,,0.1732682849979028,43.9034680437847,98.10795520231352,104.21902599712715,92.73087970692434,0.37526994011727133,0.6885705881667358,0.5,True,False
target_067,target_only_event_qmle,1346079387,378,True,,0.17696529999375343,40.6104948383286,91.8960912771732,49.86598480104845,23.23032527421753,0.9666640742207063,0.4724963215209386,0.5,False,False
target_067,oa_hb_tpm_map,1346079387,378,True,,0.15995840495452285,40.6104948383286,91.8960912771732,47.60525353084634,64.8562845083832,0.07334802902739919,0.1572498984380103,1.0,True,False
target_068,target_only_event_qmle,1595852149,615,True,,0.7692389290314168,40.21703487263144,96.4908156142231,35.0003821332697,25.388853744970152,0.9009471846147773,0.5220449003745653,0.5,False,False
target_068,oa_hb_tpm_map,1595852149,615,True,,0.28059441200457513,40.21703487263144,96.4908156142231,36.43629000365407,53.825386642350544,0.1752277165371963,0.2995135497762857,0.5,True,False
target_069,target_only_event_qmle,114696189,634,True,,0.26121004798915237,43.51958561457464,127.47185818862141,41.70756718817493,123.81122229182606,0.0013288370195564472,0.0353904168356592,1.0,False,False
target_069,oa_hb_tpm_map,114696189,634,True,,0.2609658109722659,43.51958561457464,127.47185818862141,56.592943943503776,95.15743421321514,0.0772366452818267,0.16031351801891267,1.0,True,False
target_070,target_only_event_qmle,389303846,458,False,d_search_boundary,0.2623516640160233,53.56015479001755,99.43920225099407,22.946331115216495,220.00000000000009,0.674535429992059,0.5145054266581234,1.0,False,False
target_070,oa_hb_tpm_map,389303846,458,True,,0.22374397702515125,53.56015479001755,99.43920225099407,53.00458496228752,100.3575825318503,9.661862553767095e-05,0.005720284337199272,1.0,True,False
target_071,target_only_event_qmle,1864375322,417,True,,0.20811279793269932,62.69344271216419,129.21051691412922,19.410632421560482,46.55318615732202,1.2083677988931312,0.6658483639107838,0.0,False,False
target_071,oa_hb_tpm_map,1864375322,417,True,,0.17241413693409413,62.69344271216419,129.21051691412922,38.13520604829771,64.55497997545461,0.36433008675573314,0.4489341152368042,0.5,True,False
target_072,target_only_event_qmle,539351732,469,True,,0.20769284304697067,45.28626376381407,91.71809016015989,17.859452259562904,123.56249916534286,0.4772981862609512,0.3532290887046984,1.0,False,False
