candidate_method,reference_method,k,strategy,metric,difference_definition,n_paired_patients,mean_paired_difference,bootstrap_95_lower,bootstrap_95_upper,bootstrap_unit
target_only,oa_hb_tpm_map,5,clustered,area_curve_relative_rmse,candidate_minus_reference,98,0.001513756825633101,-0.0008238919564375843,0.003755062425421597,patient
target_only,oa_hb_tpm_map,5,clustered,hidden_brier,candidate_minus_reference,98,-4.092053681308041e-05,-0.00017095170335426158,9.024370019799218e-05,patient
target_only,oa_hb_tpm_map,5,random,mean_hidden_dice,candidate_minus_reference,98,-0.0006485750051507962,-0.0014553054233616147,0.0001450824965564625,patient
target_only,oa_hb_tpm_map,5,random,mean_hidden_hd95_px,candidate_minus_reference,98,0.027754347167949344,-0.01874833574138831,0.07789317351312791,patient
target_only,oa_hb_tpm_map,5,random,area_curve_relative_rmse,candidate_minus_reference,98,0.002647637349672938,0.00027961144859321404,0.005111167027294601,patient
target_only,oa_hb_tpm_map,5,random,hidden_brier,candidate_minus_reference,98,-1.5512217140322487e-05,-0.0001367947997582395,0.00010446753352880238,patient
target_only,oa_hb_tpm_map,5,uniform,mean_hidden_dice,candidate_minus_reference,98,-0.0012736961184459377,-0.0021334437773594664,-0.00046967464161652613,patient
target_only,oa_hb_tpm_map,5,uniform,mean_hidden_hd95_px,candidate_minus_reference,98,0.048599100226052246,0.0012236619595880082,0.09792472796785827,patient
target_only,oa_hb_tpm_map,5,uniform,area_curve_relative_rmse,candidate_minus_reference,98,0.003889547801318512,0.0008260504359480824,0.006835530341705987,patient
target_only,oa_hb_tpm_map,5,uniform,hidden_brier,candidate_minus_reference,98,5.052768036115365e-05,-7.4759523897452e-05,0.00017643806676627852,patient
target_only,oa_hb_tpm_map,7,clustered,mean_hidden_dice,candidate_minus_reference,98,-0.0008057194531303509,-0.0021885555935701848,0.0005345017731019785,patient
target_only,oa_hb_tpm_map,7,clustered,mean_hidden_hd95_px,candidate_minus_reference,98,0.0008268899084434844,-0.06268517100905985,0.06081268999222451,patient
target_only,oa_hb_tpm_map,7,clustered,area_curve_relative_rmse,candidate_minus_reference,98,0.005232769320196606,0.0022189958055705956,0.008729955174774255,patient
target_only,oa_hb_tpm_map,7,clustered,hidden_brier,candidate_minus_reference,98,-0.00022534259728023537,-0.0004389449980167019,-2.1509163803902825e-05,patient
target_only,oa_hb_tpm_map,7,random,mean_hidden_dice,candidate_minus_reference,98,-0.0010088359927454779,-0.0023655532975727926,0.0002672856627681476,patient
target_only,oa_hb_tpm_map,7,random,mean_hidden_hd95_px,candidate_minus_reference,98,0.014616548373476658,-0.045991007168902455,0.07852452242654125,patient
target_only,oa_hb_tpm_map,7,random,area_curve_relative_rmse,candidate_minus_reference,98,0.0043640609380496695,0.001244749155027623,0.007855839728984489,patient
target_only,oa_hb_tpm_map,7,random,hidden_brier,candidate_minus_reference,98,-0.0001616887425129511,-0.0003622348659329719,2.6295069766668494e-05,patient
target_only,oa_hb_tpm_map,7,uniform,mean_hidden_dice,candidate_minus_reference,98,-0.000964308597878291,-0.0023492848079324073,0.0003511132695192509,patient
