contrast,candidate_method,reference_method,scope,level,metric,n_paired_patients,candidate_mean,reference_mean,mean_paired_difference,relative_change_percent,bootstrap_95_lower,bootstrap_95_upper,interval_interpretation,difference_definition,bootstrap_unit
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_uniform,area_curve_relative_rmse,98,0.6001142460801803,0.6008722339762528,-0.0007579878960724488,-0.12614793182512163,-0.0009591263805968121,-0.0005354376248447757,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k5_uniform,hidden_brier,98,0.037528471945195735,0.037551151598062396,-2.267965286666295e-05,-0.06039669065124809,-3.120169704019969e-05,-1.2775892344290135e-05,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_clustered,mean_hidden_dice,98,0.7500740891797812,0.7500485893780544,2.5499801726680765e-05,0.003399753307692423,1.66565895584781e-06,5.0219652448909896e-05,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_clustered,mean_hidden_hd95_px,98,9.875489527161504,9.877186167183071,-0.0016966400215684112,-0.017177361981952854,-0.0028485890544635503,-0.0005367296166488536,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_clustered,area_curve_relative_rmse,98,0.604111991703357,0.6042297100903637,-0.00011771838700674717,-0.01948238973372265,-0.00017211040018265674,-6.431219969073354e-05,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_clustered,hidden_brier,98,0.03800835351896829,0.03801491689317076,-6.563374202471729e-06,-0.017265259900254612,-8.995903047676526e-06,-4.285636253430434e-06,beneficial,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_random,mean_hidden_dice,98,0.7464223235743803,0.7464298044511183,-7.480876737782899e-06,-0.001002221065286093,-3.02649571969324e-05,1.6147888098771305e-05,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_random,mean_hidden_hd95_px,98,9.924165124524643,9.924708075211692,-0.0005429506870481384,-0.005470696799679494,-0.0016962338907004569,0.00048275494008023746,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_random,area_curve_relative_rmse,98,0.6031847729900743,0.6031566445579638,2.812843211054816e-05,0.004663536804964269,-1.8310830439951562e-05,7.552987145788592e-05,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_random,hidden_brier,98,0.03790527353139248,0.03790411126742856,1.1622639639014446e-06,0.0030663269102953255,-6.153997585015912e-07,2.876864936275843e-06,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_uniform,mean_hidden_dice,98,0.7462912412030284,0.7463035870694995,-1.2345866471095327e-05,-0.0016542686763135735,-5.0717145816732206e-05,2.7491119072865037e-05,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_uniform,mean_hidden_hd95_px,98,9.906493670988423,9.90644247740738,5.119358104440573e-05,0.0005167705880406387,-0.000703632095973098,0.0008385699353667983,inconclusive,candidate_minus_reference,patient_stratified_within_fold
full_vs_isotropic_prior,oa_hb_tpm_map,oa_hb_tpm_isotropic_prior,k_strategy,k7_uniform,area_curve_relative_rmse,98,0.6031590892441143,0.6030415314002876,0.00011755784382675294,0.019494153836101258,6.750293572415471e-05,0.00016668754242600057,harmful,candidate_minus_reference,patient_stratified_within_fold
