contrast,candidate_method,reference_method,scope,level,metric,n_paired_patients,candidate_mean,reference_mean,mean_paired_difference,relative_change_percent,bootstrap_95_lower,bootstrap_95_upper,interval_interpretation,difference_definition,bootstrap_unit
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,random,area_curve_relative_rmse,98,0.6016311867764724,0.5644817758369042,0.03714941093956817,6.581153286036599,0.01724980892515736,0.055293360230719464,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,random,hidden_brier,98,0.037738007624462507,0.03690313415639858,0.0008348734680639236,2.2623375687432397,-7.811481460966831e-05,0.0016918526591105873,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,uniform,mean_hidden_dice,98,0.7469386695757301,0.7520330252932751,-0.005094355717545049,-0.6774111702818331,-0.010950253678809892,0.0009568232654613085,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,uniform,mean_hidden_hd95_px,98,9.845154853132687,9.360627466482415,0.48452738665027106,5.176227644837033,0.12553675950369134,0.8257491814926249,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,uniform,area_curve_relative_rmse,98,0.5970223762760937,0.5586437805380395,0.03837859573805429,6.869958473553791,0.016863872545027137,0.05796921780152298,harmful,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,strategy,uniform,hidden_brier,98,0.03748201277791233,0.036657022542263114,0.0008249902356492071,2.2505653171859445,-0.0002636740495431732,0.0018095134899533453,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_clustered,mean_hidden_dice,98,0.7483792272524358,0.7512758172158149,-0.002896589963379261,-0.3855561295868483,-0.007429549041972932,0.0019162040991833427,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_clustered,mean_hidden_hd95_px,98,9.835566801820825,9.65185977579478,0.18370702602604697,1.9033329357597268,-0.05783485909347256,0.4333482386413668,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_clustered,area_curve_relative_rmse,98,0.6035683000811113,0.59513421882539,0.008434081255721293,1.4171729651787706,-0.0094828577413164,0.02483542158142527,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_clustered,hidden_brier,98,0.03767764027591562,0.037586475484909405,9.116479100621802e-05,0.24254679330819343,-0.0007960745280285396,0.000899951317043483,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_random,mean_hidden_dice,98,0.7480995973005348,0.7512316684376658,-0.003132071137130987,-0.41692480079344174,-0.007746105876021644,0.001684679368120908,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_random,mean_hidden_hd95_px,98,9.795665680641703,9.60275888111512,0.19290679952658288,2.0088685128391104,-0.04240341443066011,0.434739355760432,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_random,area_curve_relative_rmse,98,0.5984420888400708,0.5903371520776214,0.00810493676244943,1.372933540422633,-0.009732704021540061,0.02314792111696888,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_random,hidden_brier,98,0.03754831859461807,0.03742002501931721,0.00012829357530085044,0.34284737980432106,-0.0007086652999135629,0.0008947473219405743,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_uniform,mean_hidden_dice,98,0.7471067693234541,0.7516867134592674,-0.004579944135813447,-0.6092889569294784,-0.009578314391310593,0.0005977496205521234,inconclusive,candidate_minus_reference,patient_stratified_within_fold
observation_likelihood_vs_latent_mse,oa_hb_tpm_map,hb_tpm_latent_mse,k_strategy,k2_uniform,mean_hidden_hd95_px,98,9.723127745901676,9.455239731290337,0.26788801461133926,2.8332228713864787,0.00020755283311256714,0.5336115533844644,harmful,candidate_minus_reference,patient_stratified_within_fold
